source,date,author,url,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
FF Faceoff,01/06/23,Cannon Brisco,https://www.nflmockdraftdatabase.com/mock-drafts/2023/ff-faceoff-2023-cannon-brisco?date=2023-01-06,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['arizona-cardinals', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['detroit-lions', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['atlanta-falcons', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['las-vegas-raiders', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['pittsburgh-steelers', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['green-bay-packers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['detroit-lions', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['jacksonville-jaguars', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['tampa-bay-buccaneers', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['new-england-patriots', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-york-giants', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['baltimore-ravens', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['los-angeles-chargers', 'Josh Downs', 'WR', 'North Carolina', 'ACC']","['cincinnati-bengals', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['minnesota-vikings', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['dallas-cowboys', 'Brian Branch', 'S', 'Alabama', 'SEC']","['denver-broncos', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['buffalo-bills', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['kansas-city-chiefs', 'B.J. Ojulari', 'EDGE', 'LSU', 'SEC']","['philadelphia-eagles', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']"
CBS,01/05/23,Josh Edwards,https://www.nflmockdraftdatabase.com/mock-drafts/2023/cbs-2023-josh-edwards?date=2023-01-05,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['seattle-seahawks', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['detroit-lions', 'Myles Murphy', 'DL', 'Clemson', 'ACC']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['las-vegas-raiders', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tennessee-titans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['houston-texans', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['new-york-jets', 'Brian Branch', 'CB', 'Alabama', 'SEC']","['washington-commanders', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['pittsburgh-steelers', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['green-bay-packers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['seattle-seahawks', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['jacksonville-jaguars', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tampa-bay-buccaneers', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['new-england-patriots', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-york-giants', 'Eli Ricks', 'S', 'Alabama', 'SEC']","['baltimore-ravens', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['los-angeles-chargers', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['cincinnati-bengals', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']","['minnesota-vikings', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['dallas-cowboys', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['denver-broncos', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['buffalo-bills', 'Zak Zinter', 'IOL', 'Michigan', 'Big Ten']","['kansas-city-chiefs', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['philadelphia-eagles', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']"
Draftwire,01/05/23,Luke Easterling,https://www.nflmockdraftdatabase.com/mock-drafts/2023/draftwire-2023-luke-easterling?date=2023-01-05,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['arizona-cardinals', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['pittsburgh-steelers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['detroit-lions', 'Brian Branch', 'S', 'Alabama', 'SEC']","['seattle-seahawks', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']","['jacksonville-jaguars', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['tampa-bay-buccaneers', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['new-england-patriots', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['new-york-giants', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['baltimore-ravens', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['los-angeles-chargers', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['cincinnati-bengals', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['minnesota-vikings', 'Rashee Rice', 'WR', 'SMU', 'AAC']","['dallas-cowboys', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['denver-broncos', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['buffalo-bills', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['kansas-city-chiefs', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['philadelphia-eagles', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']"
Pro Football Network,01/05/23,Joe Broback,https://www.nflmockdraftdatabase.com/mock-drafts/2023/pro-football-network-2023-joe-broback?date=2023-01-05,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['arizona-cardinals', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['atlanta-falcons', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']","['las-vegas-raiders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['carolina-panthers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['philadelphia-eagles', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['tennessee-titans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['houston-texans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['pittsburgh-steelers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['green-bay-packers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['seattle-seahawks', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['jacksonville-jaguars', 'Josh Downs', 'WR', 'North Carolina', 'ACC']","['tampa-bay-buccaneers', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['new-england-patriots', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['new-york-giants', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['baltimore-ravens', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['los-angeles-chargers', 'Rashee Rice', 'WR', 'SMU', 'AAC']","['cincinnati-bengals', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['minnesota-vikings', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['dallas-cowboys', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['denver-broncos', 'Noah Sewell', 'LB', 'Oregon', 'Pac-12']","['buffalo-bills', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['kansas-city-chiefs', 'Siaki Ika', 'DL', 'Baylor', 'Big 12']","['philadelphia-eagles', 'Gervon Dexter', 'DL', 'Florida', 'SEC']"
NBC Sports Chicago,01/05/23,Glynn Morgan,https://www.nflmockdraftdatabase.com/mock-drafts/2023/nbc-sports-chicago-2023-glynn-morgan?date=2023-01-05,"['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['seattle-seahawks', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['detroit-lions', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['atlanta-falcons', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['las-vegas-raiders', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['carolina-panthers', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['philadelphia-eagles', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['tennessee-titans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['houston-texans', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['new-york-jets', 'Paris Johnson Jr.', 'IOL', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['pittsburgh-steelers', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['seattle-seahawks', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']","['jacksonville-jaguars', 'Broderick Jones', 'IOL', 'Georgia', 'SEC']","['tampa-bay-buccaneers', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['new-england-patriots', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['new-york-giants', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['baltimore-ravens', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['los-angeles-chargers', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['cincinnati-bengals', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['minnesota-vikings', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['dallas-cowboys', 'Noah Sewell', 'LB', 'Oregon', 'Pac-12']","['denver-broncos', 'Anton Harrison', 'IOL', 'Oklahoma', 'Big 12']","['buffalo-bills', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['kansas-city-chiefs', 'Brian Branch', 'S', 'Alabama', 'SEC']","['philadelphia-eagles', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']"
33rd Team,01/05/23,Staff,https://www.nflmockdraftdatabase.com/mock-drafts/2023/33rd-team-2023?date=2023-01-05,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['las-vegas-raiders', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['carolina-panthers', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['philadelphia-eagles', 'Andre Carter II', 'EDGE', 'Army', 'FBS Independent']","['tennessee-titans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['houston-texans', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['new-york-jets', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['washington-commanders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['pittsburgh-steelers', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['green-bay-packers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['seattle-seahawks', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['jacksonville-jaguars', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['tampa-bay-buccaneers', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['new-england-patriots', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['new-york-giants', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['baltimore-ravens', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['los-angeles-chargers', 'Josh Downs', 'WR', 'North Carolina', 'ACC']","['cincinnati-bengals', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['minnesota-vikings', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['dallas-cowboys', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['denver-broncos', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['buffalo-bills', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['kansas-city-chiefs', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['philadelphia-eagles', 'Jaylon Jones', 'CB', 'Texas A&M', 'SEC']"
Fantasy Pros,01/05/23,Matthew Jones,https://www.nflmockdraftdatabase.com/mock-drafts/2023/fantasy-pros-2023-matthew-jones?date=2023-01-05,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Will Anderson Jr.', 'DL', 'Alabama', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['arizona-cardinals', 'Myles Murphy', 'DL', 'Clemson', 'ACC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['atlanta-falcons', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['las-vegas-raiders', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['carolina-panthers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['houston-texans', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['washington-commanders', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['pittsburgh-steelers', 'Tuli Tuipulotu', 'DL', 'USC', 'Pac-12']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['detroit-lions', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['seattle-seahawks', 'Jared Verse', 'DL', 'Florida St.', 'ACC']","['jacksonville-jaguars', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['tampa-bay-buccaneers', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['new-england-patriots', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['new-york-giants', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['baltimore-ravens', 'B.J. Ojulari', 'DL', 'LSU', 'SEC']","['los-angeles-chargers', 'Dawand Jones', 'OT', 'Ohio St.', 'Big Ten']","['cincinnati-bengals', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['minnesota-vikings', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['dallas-cowboys', 'Siaki Ika', 'DL', 'Baylor', 'Big 12']","['denver-broncos', 'Gervon Dexter', 'DL', 'Florida', 'SEC']","['buffalo-bills', 'Brian Branch', 'S', 'Alabama', 'SEC']","['kansas-city-chiefs', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Derick Hall', 'DL', 'Auburn', 'SEC']"
San Diego Union Tribune,01/04/23,Eddie Brown,https://www.nflmockdraftdatabase.com/mock-drafts/2023/san-diego-union-tribune-2023-eddie-brown?date=2023-01-04,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['arizona-cardinals', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['las-vegas-raiders', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['carolina-panthers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['washington-commanders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['pittsburgh-steelers', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['detroit-lions', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['seattle-seahawks', 'Brian Branch', 'S', 'Alabama', 'SEC']","['jacksonville-jaguars', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tampa-bay-buccaneers', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']","['new-england-patriots', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['new-york-giants', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['baltimore-ravens', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['los-angeles-chargers', 'Noah Sewell', 'LB', 'Oregon', 'Pac-12']","['cincinnati-bengals', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['minnesota-vikings', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['dallas-cowboys', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['denver-broncos', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['buffalo-bills', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['kansas-city-chiefs', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['philadelphia-eagles', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']"
SI,01/04/23,Andrew Harbaugh,https://www.nflmockdraftdatabase.com/mock-drafts/2023/si-2023-andrew-harbaugh?date=2023-01-04,"['houston-texans', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['chicago-bears', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['atlanta-falcons', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']","['seattle-seahawks', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['philadelphia-eagles', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['las-vegas-raiders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['jacksonville-jaguars', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['pittsburgh-steelers', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['green-bay-packers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['new-england-patriots', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['green-bay-packers', 'Paris Johnson Jr.', 'IOL', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Brian Branch', 'S', 'Alabama', 'SEC']","['tampa-bay-buccaneers', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['washington-commanders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['los-angeles-chargers', 'B.J. Ojulari', 'EDGE', 'LSU', 'SEC']","['new-york-giants', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['baltimore-ravens', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['denver-broncos', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['dallas-cowboys', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['cincinnati-bengals', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['kansas-city-chiefs', 'Siaki Ika', 'DL', 'Baylor', 'Big 12']","['minnesota-vikings', 'Garrett Williams', 'CB', 'Syracuse', 'ACC']","['buffalo-bills', 'Josh Downs', 'WR', 'North Carolina', 'ACC']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']"
Touchdown Wire,01/04/23,Doug Farrar,https://www.nflmockdraftdatabase.com/mock-drafts/2023/touchdown-wire-2023-doug-farrar?date=2023-01-04,"['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['chicago-bears', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['detroit-lions', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['atlanta-falcons', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['las-vegas-raiders', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['new-york-jets', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['washington-commanders', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['pittsburgh-steelers', 'Noah Sewell', 'LB', 'Oregon', 'Pac-12']","['green-bay-packers', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['seattle-seahawks', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['jacksonville-jaguars', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['tampa-bay-buccaneers', 'Hendon Hooker', 'QB', 'Tennessee', 'SEC']","['new-england-patriots', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['new-york-giants', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['baltimore-ravens', 'Brian Branch', 'S', 'Alabama', 'SEC']","['los-angeles-chargers', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['cincinnati-bengals', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['minnesota-vikings', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['dallas-cowboys', 'Eli Ricks', 'CB', 'Alabama', 'SEC']","['denver-broncos', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['buffalo-bills', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['kansas-city-chiefs', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['philadelphia-eagles', 'Jared Verse', 'EDGE', 'Florida St.', 'ACC']"
